		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   244   | Type C,  1 | Type A,  4 | Type B,  7 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   245   | Not Active | Type A,  3 | Type B,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:   246   | Type D, 19 | Type A,  2 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   247   | Type D, 18 | Type A,  1 | Type B,  4 | Type C, 11 | Not Active | No queue items | No queue items | 
  Time:   248   | Type D, 17 | Not Active | Type B,  3 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:   249   | Type D, 16 | Not Active | Type B,  2 | Type C,  9 | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   250   | Type D, 15 | Type A,  3 | Type B,  1 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:   251   | Type D, 14 | Type A,  2 | Not Active | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:   252   | Type D, 13 | Type A,  1 | Type B,  6 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:   253   | Type D, 12 | Not Active | Type B,  5 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:   254   | Type D, 11 | Type A,  2 | Type B,  4 | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:   255   | Type D, 10 | Type A,  1 | Type B,  3 | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:   256   | Type D,  9 | Not Active | Type B,  2 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:   257   | Type D,  8 | Not Active | Type B,  1 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:   258   | Type D,  7 | Type A,  1 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   259   | Type D,  6 | Type D,  4 | Type C,  7 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:   260   | Type D,  5 | Type D,  3 | Type C,  6 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:   261   | Type D,  4 | Type D,  2 | Type C,  5 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:   262   | Type D,  3 | Type D,  1 | Type C,  4 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:   263   | Type D,  2 | Type A,  4 | Type C,  3 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   264   | Type D,  1 | Type A,  3 | Type C,  2 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   265   | Not Active | Type A,  2 | Type C,  1 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   266   | Type B,  6 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   267   | Type D,  5 | Type B,  5 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   268   | Type D,  4 | Type B,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   269   | Type D,  3 | Type B,  3 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   270   | Type D,  2 | Type B,  2 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:   271   | Type D,  1 | Type B,  1 | Type C,  6 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:   272   | Not Active | Not Active | Type C,  5 | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:   273   | Type B,  5 | Not Active | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:   274   | Type D, 10 | Type B,  4 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:   275   | Type D,  9 | Type B,  3 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:   276   | Type D,  8 | Type B,  2 | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   277   | Type D,  7 | Type B,  1 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:   278   | Type D,  6 | Not Active | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   279   | Type D,  5 | Type B,  3 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:   280   | Type D,  4 | Type B,  2 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   281   | Type D,  3 | Type B,  1 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:   282   | Type D,  2 | Not Active | Type C,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:   283   | Type D,  1 | Type A,  1 | Type C,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   284   | Not Active | Not Active | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:   285   | Type D, 20 | Type C,  8 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:   286   | Type D, 19 | Type C,  7 | Type C,  2 | Type B,  8 | Not Active | No queue items | No queue items | 
  Time:   287   | Type D, 18 | Type C,  6 | Type C,  1 | Type B,  7 | Not Active | No queue items | No queue items | 
  Time:   288   | Type D, 17 | Type C,  5 | Not Active | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:   289   | Type D, 16 | Type C,  4 | Type A,  3 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:   290   | Type D, 15 | Type C,  3 | Type A,  2 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:   291   | Type D, 14 | Type C,  2 | Type A,  1 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   292   | Type D, 13 | Type C,  1 | Type B,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   293   | Type D, 12 | Type A,  5 | Type B,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   294   | Type D, 11 | Type D, 14 | Type B,  3 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:   295   | Type D, 10 | Type D, 13 | Type B,  2 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:   296   | Type D,  9 | Type D, 12 | Type B,  1 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:   297   | Type D,  8 | Type D, 11 | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:   298   | Type D,  7 | Type D, 10 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:   299   | Type D,  6 | Type D,  9 | Type B,  4 | Type A,  4 | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   300   | Type D,  5 | Type D,  8 | Type B,  3 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:   301   | Type D,  4 | Type D,  7 | Type B,  2 | Type A,  2 | Type C,  9 | No queue items | No queue items | 
  Time:   302   | Type D,  3 | Type D,  6 | Type B,  1 | Type A,  1 | Type C,  8 | No queue items | No queue items | 
  Time:   303   | Type D,  2 | Type D,  5 | Type A,  3 | Not Active | Type C,  7 | No queue items | No queue items | 
  Time:   304   | Type D,  1 | Type D,  4 | Type D, 22 | Type A,  2 | Type C,  6 | No queue items | No queue items | 
  Time:   305   | Not Active | Type D,  3 | Type D, 21 | Type A,  1 | Type C,  5 | No queue items | No queue items | 
  Time:   306   | Type B,  6 | Type D,  2 | Type D, 20 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:   307   | Type B,  5 | Type D,  1 | Type D, 19 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:   308   | Type D,  8 | Type B,  4 | Type D, 18 | Type A,  1 | Type C,  2 | No queue items | No queue items | 
  Time:   309   | Type D,  7 | Type B,  3 | Type D, 17 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:   310   | Type D,  6 | Type B,  2 | Type D, 16 | Not Active | Not Active | No queue items | No queue items | 
  Time:   311   | Type D,  5 | Type B,  1 | Type D, 15 | Not Active | Not Active | No queue items | No queue items | 
  Time:   312   | Type D,  4 | Type B,  6 | Type D, 14 | Not Active | Not Active | No queue items | No queue items | 
  Time:   313   | Type D,  3 | Type B,  5 | Type D, 13 | Not Active | Not Active | No queue items | No queue items | 
  Time:   314   | Type D,  2 | Type D, 14 | Type D, 12 | Type B,  4 | Type A,  2 | No queue items | No queue items | 
  Time:   315   | Type D,  1 | Type D, 13 | Type D, 11 | Type B,  3 | Type A,  1 | Q Total:     1 | No queue items | 
  Time:   316   | Type C, 12 | Type D, 12 | Type D, 10 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   317   | Type C, 11 | Type D, 11 | Type D,  9 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   318   | Type C, 10 | Type D, 10 | Type D,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   319   | Type C,  9 | Type D,  9 | Type D,  7 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   320   | Type C,  8 | Type D,  8 | Type D,  6 | Type B,  1 | Type A,  3 | No queue items | No queue items | 
  Time:   321   | Type D,  9 | Type D,  7 | Type D,  5 | Type C,  7 | Type A,  2 | No queue items | No queue items | 
  Time:   322   | Type D,  8 | Type D,  6 | Type D,  4 | Type C,  6 | Type A,  1 | No queue items | No queue items | 
  Time:   323   | Type D,  7 | Type D,  5 | Type D,  3 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:   324   | Type D,  6 | Type D,  4 | Type D,  2 | Type C,  4 | Type A,  5 | No queue items | No queue items | 
  Time:   325   | Type D,  5 | Type D,  3 | Type D,  1 | Type C,  3 | Type A,  4 | No queue items | No queue items | 
  Time:   326   | Type D,  4 | Type D,  2 | Type B,  8 | Type C,  2 | Type A,  3 | No queue items | No queue items | 
  Time:   327   | Type D,  3 | Type D,  1 | Type B,  7 | Type C,  1 | Type A,  2 | No queue items | No queue items | 
  Time:   328   | Type D,  2 | Type D,  7 | Type B,  6 | Not Active | Type A,  1 | No queue items | No queue items | 
  Time:   329   | Type D,  1 | Type D,  6 | Type B,  5 | Type C, 12 | Not Active | No queue items | No queue items | 
  Time:   330   | Type A,  3 | Type D,  5 | Type B,  4 | Type C, 11 | Not Active | No queue items | No queue items | 
  Time:   331   | Type A,  2 | Type D,  4 | Type B,  3 | Type C, 10 | Not Active | No queue items | No queue items | 
  Time:   332   | Type A,  1 | Type D,  3 | Type B,  2 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:   333   | Type B,  6 | Type D,  2 | Type B,  1 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:   334   | Type B,  5 | Type D,  1 | Not Active | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:   335   | Type B,  4 | Not Active | Not Active | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:   336   | Type D, 18 | Type B,  3 | Type A,  1 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:   337   | Type D, 17 | Type B,  2 | Not Active | Type C,  4 | Not Active | No queue items | No queue items | 
  Time:   338   | Type D, 16 | Type B,  1 | Not Active | Type C,  3 | Not Active | No queue items | No queue items | 
  Time:   339   | Type D, 15 | Not Active | Not Active | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:   340   | Type D, 14 | Type A,  5 | Type C,  7 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:   341   | Type D, 13 | Type A,  4 | Type C,  6 | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:   342   | Type D, 12 | Type A,  3 | Type C,  5 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:   343   | Type D, 11 | Type A,  2 | Type C,  4 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   344   | Type D, 10 | Type A,  1 | Type C,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:   345   | Type D,  9 | Type A,  1 | Type C,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:   346   | Type D,  8 | Not Active | Type C,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   347   | Type D,  7 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   348   | Type D,  6 | Type B,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   349   | Type D,  5 | Type B,  2 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:   350   | Type D,  4 | Type D, 17 | Type A,  1 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:   351   | Type D,  3 | Type D, 16 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   352   | Type D,  2 | Type D, 15 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   353   | Type D,  1 | Type D, 14 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:   354   | Type D,  5 | Type D, 13 | Type A,  3 | Type B,  4 | Not Active | No queue items | No queue items | 
  Time:   355   | Type D,  4 | Type D, 12 | Type A,  2 | Type B,  3 | Type C, 10 | No queue items | No queue items | 
  Time:   356   | Type D,  3 | Type D, 11 | Type A,  1 | Type B,  2 | Type C,  9 | No queue items | No queue items | 
  Time:   357   | Type D,  2 | Type D, 10 | Not Active | Type B,  1 | Type C,  8 | No queue items | No queue items | 
  Time:   358   | Type D,  1 | Type D,  9 | Not Active | Not Active | Type C,  7 | No queue items | No queue items | 
  Time:   359   | Type A,  3 | Type D,  8 | Not Active | Not Active | Type C,  6 | No queue items | No queue items | 
  Time:   360   | Type A,  2 | Type D,  7 | Not Active | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:   361   | Type A,  1 | Type D,  6 | Not Active | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:   362   | Type B,  6 | Type D,  5 | Not Active | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:   363   | Type B,  5 | Type D,  4 | Type A,  4 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:   364   | Type B,  4 | Type D,  3 | Type A,  3 | Not Active | Type C,  1 | No queue items | No queue items | 
  Time:   365   | Type B,  3 | Type D,  2 | Type A,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:   366   | Type B,  2 | Type D,  1 | Type A,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:   367   | Type D,  4 | Type B,  1 | Type C,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:   368   | Type D,  3 | Not Active | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:   369   | Type D,  2 | Type A,  5 | Type C,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:   370   | Type D,  1 | Type A,  4 | Type C,  6 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:   371   | Not Active | Type A,  3 | Type C,  5 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:   372   | Not Active | Type A,  2 | Type C,  4 | Type B,  4 | Not Active | No queue items | No queue items | 
